state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
kerala,kottayam,thalayolaparambu,banana - green,banana - green,faq,2023-08-01,3000.0,3500.0,3300.0
kerala,kottayam,thalayolaparambu,beetroot,beetroot,faq,2023-08-01,3300.0,3700.0,3500.0
kerala,kottayam,thalayolaparambu,bhindi(ladies finger),bhindi,faq,2023-08-01,3300.0,3700.0,3500.0
kerala,kottayam,thalayolaparambu,bitter gourd,bitter gourd,faq,2023-08-01,4300.0,4800.0,4500.0
kerala,kottayam,thalayolaparambu,brinjal,brinjal,faq,2023-08-01,2500.0,2800.0,2700.0
kerala,kottayam,thalayolaparambu,brinjal,other,faq,2023-08-01,2200.0,2700.0,2500.0
kerala,kottayam,thalayolaparambu,cabbage,cabbage,faq,2023-08-01,3000.0,3500.0,3300.0
kerala,kottayam,thalayolaparambu,carrot,carrot,faq,2023-08-01,5200.0,5600.0,5500.0
kerala,kottayam,thalayolaparambu,cauliflower,cauliflower,faq,2023-08-01,5300.0,5700.0,5500.0
kerala,kottayam,thalayolaparambu,cluster beans,cluster beans,faq,2023-08-01,7200.0,7700.0,7500.0
kerala,kottayam,thalayolaparambu,colacasia,other,faq,2023-08-01,8300.0,8700.0,8500.0
kerala,kottayam,thalayolaparambu,cucumbar(kheera),cucumbar,faq,2023-08-01,1000.0,1500.0,1300.0
kerala,kottayam,thalayolaparambu,drumstick,drumstick,faq,2023-08-01,3000.0,3500.0,3300.0
kerala,kottayam,thalayolaparambu,elephant yam (suran),other,faq,2023-08-01,4700.0,5300.0,5000.0
kerala,kottayam,thalayolaparambu,green chilli,green chilly,faq,2023-08-01,6300.0,6700.0,6500.0
kerala,kottayam,thalayolaparambu,lemon,other,faq,2023-08-01,5000.0,5600.0,5400.0
kerala,kottayam,thalayolaparambu,little gourd (kundru),other,faq,2023-08-01,2700.0,3200.0,3000.0
kerala,kottayam,thalayolaparambu,mango,other,medium,2023-08-01,4500.0,4800.0,4700.0
kerala,kottayam,thalayolaparambu,onion,big,faq,2023-08-01,2300.0,2600.0,2500.0
kerala,kottayam,thalayolaparambu,onion,onion,faq,2023-08-01,7500.0,7800.0,7700.0
kerala,kottayam,thalayolaparambu,pineapple,pine apple,medium,2023-08-01,5300.0,5700.0,5500.0
kerala,kottayam,thalayolaparambu,potato,other,faq,2023-08-01,3000.0,3500.0,3300.0
kerala,kottayam,thalayolaparambu,pumpkin,pumpkin,faq,2023-08-01,1700.0,2100.0,1900.0
kerala,kottayam,thalayolaparambu,snakeguard,snakeguard,faq,2023-08-01,3000.0,3500.0,3300.0
kerala,kottayam,thalayolaparambu,tapioca,tapioca,faq,2023-08-01,2400.0,2700.0,2600.0
kerala,kozhikode(calicut),kallachi,amaranthus,amaranthus,faq,2023-08-01,2800.0,3200.0,3000.0
kerala,kozhikode(calicut),kallachi,amphophalus,amphophalus,faq,2023-08-01,5500.0,5900.0,5700.0
kerala,kozhikode(calicut),kallachi,ashgourd,ashgourd,faq,2023-08-01,2400.0,2800.0,2600.0
kerala,kozhikode(calicut),kallachi,banana,nendra bale,medium,2023-08-01,5000.0,5400.0,5200.0
kerala,kozhikode(calicut),kallachi,banana,palayamthodan,medium,2023-08-01,2800.0,3200.0,3000.0
kerala,kozhikode(calicut),kallachi,banana,rasakathai,medium,2023-08-01,5000.0,5400.0,5200.0
kerala,kozhikode(calicut),kallachi,beetroot,beetroot,faq,2023-08-01,4800.0,5200.0,5000.0
kerala,kozhikode(calicut),kallachi,bitter gourd,bitter gourd,faq,2023-08-01,5300.0,5700.0,5500.0
kerala,kozhikode(calicut),kallachi,bottle gourd,bottle gourd,faq,2023-08-01,3400.0,3800.0,3600.0
kerala,kozhikode(calicut),kallachi,brinjal,brinjal,faq,2023-08-01,2600.0,3000.0,2800.0
kerala,kozhikode(calicut),kallachi,cabbage,cabbage,faq,2023-08-01,2400.0,2800.0,2600.0
kerala,kozhikode(calicut),kallachi,carrot,carrot,faq,2023-08-01,4800.0,5200.0,5000.0
kerala,kozhikode(calicut),kallachi,cluster beans,cluster beans,faq,2023-08-01,6600.0,7000.0,6800.0
kerala,kozhikode(calicut),kallachi,cowpea(veg),cowpea (veg),faq,2023-08-01,5600.0,6000.0,5800.0
kerala,kozhikode(calicut),kallachi,drumstick,drumstick,faq,2023-08-01,3300.0,3700.0,3500.0
kerala,kozhikode(calicut),kallachi,ginger(green),green ginger,faq,2023-08-01,19800.0,20200.0,20000.0
kerala,kozhikode(calicut),kallachi,green chilli,green chilly,faq,2023-08-01,5800.0,6200.0,6000.0
kerala,kozhikode(calicut),kallachi,onion,other,faq,2023-08-01,2000.0,2400.0,2200.0
kerala,kozhikode(calicut),kallachi,potato,other,faq,2023-08-01,2400.0,2800.0,2600.0
kerala,kozhikode(calicut),kallachi,pumpkin,pumpkin,faq,2023-08-01,1800.0,2200.0,2000.0
kerala,kozhikode(calicut),kallachi,snakeguard,snakeguard,faq,2023-08-01,3300.0,3700.0,3500.0
kerala,kozhikode(calicut),kallachi,tomato,tomato,faq,2023-08-01,1000.0,1400.0,1200.0
kerala,kozhikode(calicut),palayam,amaranthus,other,faq,2023-08-01,1900.0,2100.0,2000.0
kerala,kozhikode(calicut),palayam,amphophalus,other,faq,2023-08-01,4600.0,4800.0,4700.0
kerala,kozhikode(calicut),palayam,ashgourd,other,faq,2023-08-01,1100.0,1300.0,1200.0
kerala,kozhikode(calicut),palayam,banana - green,other,faq,2023-08-01,3600.0,3800.0,3700.0
kerala,kozhikode(calicut),palayam,beetroot,other,faq,2023-08-01,3900.0,4100.0,4000.0
kerala,kozhikode(calicut),palayam,bhindi(ladies finger),other,faq,2023-08-01,3300.0,3500.0,3400.0
kerala,kozhikode(calicut),palayam,bitter gourd,bitter gourd,faq,2023-08-01,4300.0,4500.0,4400.0
kerala,kozhikode(calicut),palayam,bitter gourd,other,faq,2023-08-01,4300.0,4500.0,4400.0
kerala,kozhikode(calicut),palayam,bottle gourd,other,faq,2023-08-01,2200.0,2400.0,2300.0
kerala,kozhikode(calicut),palayam,brinjal,other,faq,2023-08-01,1700.0,1900.0,1800.0
kerala,kozhikode(calicut),palayam,cabbage,other,faq,2023-08-01,1800.0,2000.0,1900.0
kerala,kozhikode(calicut),palayam,carrot,other,faq,2023-08-01,4100.0,4300.0,4200.0
kerala,kozhikode(calicut),palayam,cauliflower,other,faq,2023-08-01,1400.0,1600.0,1500.0
kerala,kozhikode(calicut),palayam,cluster beans,other,faq,2023-08-01,2900.0,3100.0,3000.0
kerala,kozhikode(calicut),palayam,coconut seed,other,faq,2023-08-01,2300.0,2500.0,2400.0
kerala,kozhikode(calicut),palayam,cowpea(veg),other,faq,2023-08-01,5300.0,5500.0,5400.0
kerala,kozhikode(calicut),palayam,cucumbar(kheera),other,faq,2023-08-01,1100.0,1300.0,1200.0
kerala,kozhikode(calicut),palayam,drumstick,other,faq,2023-08-01,2100.0,2300.0,2200.0
kerala,kozhikode(calicut),palayam,french beans (frasbean),other,faq,2023-08-01,6500.0,6700.0,6600.0
kerala,kozhikode(calicut),palayam,ginger(green),other,faq,2023-08-01,1500.0,1700.0,1600.0
kerala,kozhikode(calicut),palayam,green chilli,other,faq,2023-08-01,4400.0,4600.0,4500.0
kerala,kozhikode(calicut),palayam,onion,other,faq,2023-08-01,1700.0,1900.0,1800.0
kerala,kozhikode(calicut),palayam,potato,other,faq,2023-08-01,2000.0,2200.0,2100.0
kerala,kozhikode(calicut),palayam,pumpkin,other,faq,2023-08-01,1200.0,1400.0,1300.0
kerala,kozhikode(calicut),palayam,raddish,other,faq,2023-08-01,1500.0,1700.0,1600.0
kerala,kozhikode(calicut),palayam,snakeguard,other,faq,2023-08-01,2300.0,2500.0,2400.0
kerala,kozhikode(calicut),perambra,amaranthus,amaranthus,faq,2023-08-01,2900.0,3200.0,3000.0
kerala,kozhikode(calicut),perambra,amphophalus,amphophalus,faq,2023-08-01,5700.0,6000.0,5800.0
kerala,kozhikode(calicut),perambra,ashgourd,other,faq,2023-08-01,2400.0,2900.0,2500.0
kerala,kozhikode(calicut),perambra,carrot,other,faq,2023-08-01,5200.0,5500.0,5300.0
kerala,kozhikode(calicut),perambra,cauliflower,cauliflower,faq,2023-08-01,3200.0,3500.0,3300.0
kerala,kozhikode(calicut),perambra,cluster beans,other,faq,2023-08-01,3500.0,3700.0,3500.0
kerala,kozhikode(calicut),perambra,cowpea(veg),other,faq,2023-08-01,4100.0,4500.0,4200.0
kerala,kozhikode(calicut),perambra,cucumbar(kheera),other,faq,2023-08-01,1400.0,1600.0,1500.0
kerala,kozhikode(calicut),perambra,drumstick,other,faq,2023-08-01,3100.0,3500.0,3200.0
kerala,kozhikode(calicut),perambra,french beans (frasbean),other,faq,2023-08-01,4900.0,5500.0,5000.0
kerala,kozhikode(calicut),perambra,green chilli,other,faq,2023-08-01,6400.0,6700.0,6500.0
kerala,kozhikode(calicut),perambra,onion,other,faq,2023-08-01,2200.0,2600.0,2400.0
kerala,kozhikode(calicut),perambra,potato,other,faq,2023-08-01,2300.0,3000.0,2700.0
kerala,kozhikode(calicut),perambra,pumpkin,other,faq,2023-08-01,2200.0,2500.0,2300.0
kerala,kozhikode(calicut),perambra,snakeguard,other,faq,2023-08-01,2900.0,3200.0,3000.0
kerala,kozhikode(calicut),thamarassery,amaranthus,other,faq,2023-08-01,2000.0,2400.0,2100.0
kerala,kozhikode(calicut),thamarassery,amphophalus,other,faq,2023-08-01,5200.0,5900.0,5500.0
kerala,kozhikode(calicut),thamarassery,ashgourd,other,faq,2023-08-01,1400.0,2000.0,1600.0
kerala,kozhikode(calicut),thamarassery,banana - green,banana - green,faq,2023-08-01,3800.0,4700.0,4300.0
kerala,kozhikode(calicut),thamarassery,cabbage,other,faq,2023-08-01,1800.0,2400.0,2000.0
kerala,kozhikode(calicut),thamarassery,carrot,other,faq,2023-08-01,4300.0,5000.0,4600.0
kerala,kozhikode(calicut),thamarassery,cowpea(veg),other,faq,2023-08-01,3900.0,6000.0,4500.0
kerala,kozhikode(calicut),thamarassery,cucumbar(kheera),other,faq,2023-08-01,1200.0,1700.0,1400.0
kerala,kozhikode(calicut),thamarassery,drumstick,other,faq,2023-08-01,2400.0,3000.0,2600.0
kerala,kozhikode(calicut),thamarassery,french beans (frasbean),other,faq,2023-08-01,6800.0,8000.0,7200.0
kerala,kozhikode(calicut),thamarassery,green chilli,other,faq,2023-08-01,4900.0,6500.0,5600.0
kerala,kozhikode(calicut),thamarassery,onion,other,faq,2023-08-01,1900.0,2500.0,2300.0
kerala,kozhikode(calicut),thamarassery,potato,other,faq,2023-08-01,2300.0,2800.0,2400.0
kerala,kozhikode(calicut),thamarassery,pumpkin,other,faq,2023-08-01,1500.0,2100.0,1700.0
kerala,kozhikode(calicut),thamarassery,snakeguard,other,faq,2023-08-01,2600.0,3400.0,2700.0
kerala,malappuram,kondotty,amaranthus,other,faq,2023-08-01,2400.0,2600.0,2500.0
kerala,malappuram,kondotty,amla(nelli kai),other,faq,2023-08-01,3400.0,3600.0,3500.0
kerala,malappuram,kondotty,amphophalus,other,faq,2023-08-01,5400.0,5600.0,5500.0
kerala,malappuram,kondotty,apple,other,medium,2023-08-01,12500.0,13500.0,13000.0
kerala,malappuram,kondotty,ashgourd,other,faq,2023-08-01,2200.0,2400.0,2300.0
kerala,malappuram,kondotty,cowpea(veg),other,faq,2023-08-01,4000.0,4200.0,4100.0
kerala,malappuram,kondotty,cucumbar(kheera),other,faq,2023-08-01,2000.0,2200.0,2100.0
kerala,malappuram,kondotty,drumstick,other,faq,2023-08-01,2400.0,2600.0,2500.0
kerala,malappuram,kondotty,french beans (frasbean),other,faq,2023-08-01,5400.0,5600.0,5500.0
kerala,malappuram,kondotty,garlic,other,faq,2023-08-01,15000.0,16000.0,15500.0
kerala,malappuram,kondotty,ginger(green),other,faq,2023-08-01,2000.0,2200.0,2100.0
kerala,malappuram,kondotty,green chilli,other,faq,2023-08-01,9000.0,9200.0,9100.0
kerala,malappuram,kondotty,lemon,other,faq,2023-08-01,3000.0,3200.0,3100.0
kerala,malappuram,kondotty,mango,other,medium,2023-08-01,3000.0,3200.0,3100.0
kerala,malappuram,kondotty,onion,other,faq,2023-08-01,2300.0,2500.0,2400.0
kerala,malappuram,kondotty,potato,other,faq,2023-08-01,2800.0,3000.0,2900.0
kerala,malappuram,kondotty,pumpkin,other,faq,2023-08-01,2000.0,2200.0,2100.0
kerala,malappuram,kondotty,snakeguard,other,faq,2023-08-01,2500.0,2700.0,2600.0
kerala,malappuram,kondotty,tapioca,other,faq,2023-08-01,3400.0,3600.0,3500.0
kerala,malappuram,kottakkal,amaranthus,other,faq,2023-08-01,1900.0,2100.0,1980.0
kerala,malappuram,kottakkal,amla(nelli kai),other,faq,2023-08-01,3600.0,3700.0,3650.0
kerala,malappuram,kottakkal,amphophalus,other,faq,2023-08-01,5600.0,5700.0,5650.0
kerala,malappuram,kottakkal,apple,other,medium,2023-08-01,9800.0,9900.0,9850.0
kerala,malappuram,kottakkal,ashgourd,other,faq,2023-08-01,2700.0,2800.0,2750.0
kerala,malappuram,kottakkal,banana,nendra bale,medium,2023-08-01,4300.0,4400.0,4350.0
kerala,malappuram,kottakkal,banana,palayamthodan,large,2023-08-01,2400.0,2500.0,2450.0
kerala,malappuram,kottakkal,banana - green,banana - green,faq,2023-08-01,3400.0,3500.0,3450.0
kerala,malappuram,kottakkal,beans,other,faq,2023-08-01,5800.0,5900.0,5850.0
kerala,malappuram,kottakkal,bhindi(ladies finger),other,faq,2023-08-01,4100.0,4200.0,4120.0
kerala,malappuram,kottakkal,bitter gourd,bitter gourd,faq,2023-08-01,5300.0,5400.0,5350.0
kerala,malappuram,kottakkal,bottle gourd,other,faq,2023-08-01,2300.0,2400.0,2350.0
kerala,malappuram,kottakkal,brinjal,other,faq,2023-08-01,2600.0,2700.0,2650.0
kerala,malappuram,kottakkal,cabbage,other,faq,2023-08-01,2700.0,2800.0,2750.0
kerala,malappuram,kottakkal,capsicum,other,faq,2023-08-01,9200.0,9300.0,9250.0
kerala,malappuram,kottakkal,carrot,other,faq,2023-08-01,5100.0,5300.0,5150.0
kerala,malappuram,kottakkal,cauliflower,other,faq,2023-08-01,2600.0,2700.0,2650.0
kerala,malappuram,kottakkal,coconut,other,faq,2023-08-01,2100.0,2200.0,2140.0
kerala,malappuram,kottakkal,coconut oil,copra oil,faq,2023-08-01,12800.0,12900.0,12850.0
kerala,malappuram,kottakkal,cowpea(veg),other,faq,2023-08-01,5300.0,5400.0,5350.0
kerala,malappuram,kottakkal,cucumbar(kheera),other,faq,2023-08-01,1800.0,1900.0,1850.0
kerala,malappuram,kottakkal,drumstick,other,faq,2023-08-01,2800.0,2900.0,2850.0
kerala,malappuram,kottakkal,ginger(green),other,faq,2023-08-01,19800.0,19900.0,19860.0
kerala,malappuram,kottakkal,green chilli,other,faq,2023-08-01,7000.0,7150.0,7100.0
kerala,malappuram,kottakkal,lime,other,faq,2023-08-01,3800.0,3900.0,3850.0
kerala,malappuram,kottakkal,mango (raw-ripe),other,faq,2023-08-01,5600.0,5700.0,5650.0
kerala,malappuram,kottakkal,onion,other,faq,2023-08-01,2400.0,2500.0,2450.0
kerala,malappuram,kottakkal,papaya (raw),other,faq,2023-08-01,2100.0,2200.0,2150.0
kerala,malappuram,kottakkal,pineapple,other,medium,2023-08-01,2400.0,2500.0,2460.0
kerala,malappuram,kottakkal,potato,other,faq,2023-08-01,2900.0,3000.0,2980.0
kerala,malappuram,kottakkal,pumpkin,other,faq,2023-08-01,2400.0,2500.0,2450.0
kerala,malappuram,kottakkal,snakeguard,other,faq,2023-08-01,2300.0,2400.0,2350.0
kerala,malappuram,kottakkal,tapioca,other,faq,2023-08-01,2800.0,2900.0,2850.0
kerala,malappuram,kottakkal,water melon,other,medium,2023-08-01,1900.0,2000.0,1980.0
kerala,malappuram,manjeri,amaranthus,other,faq,2023-08-01,1800.0,1900.0,1850.0
kerala,malappuram,manjeri,apple,other,large,2023-08-01,17500.0,17600.0,17550.0
kerala,malappuram,manjeri,ashgourd,other,faq,2023-08-01,2000.0,2100.0,2050.0
kerala,malappuram,manjeri,banana,other,large,2023-08-01,4500.0,4600.0,4550.0
kerala,malappuram,manjeri,banana - green,banana - green,faq,2023-08-01,4200.0,4300.0,4250.0
kerala,malappuram,manjeri,beetroot,other,faq,2023-08-01,2800.0,2900.0,2850.0
kerala,malappuram,manjeri,bengal gram(gram)(whole),bold,faq,2023-08-01,6200.0,6300.0,6250.0
kerala,malappuram,manjeri,bhindi(ladies finger),other,faq,2023-08-01,4000.0,4100.0,4050.0
kerala,malappuram,manjeri,bitter gourd,other,faq,2023-08-01,4800.0,4900.0,4850.0
kerala,malappuram,manjeri,bottle gourd,other,faq,2023-08-01,2200.0,2300.0,2250.0
kerala,malappuram,manjeri,brinjal,other,faq,2023-08-01,2200.0,2300.0,2250.0
kerala,malappuram,manjeri,cabbage,other,faq,2023-08-01,2000.0,2100.0,2050.0
kerala,malappuram,manjeri,capsicum,other,faq,2023-08-01,9000.0,9100.0,9050.0
kerala,malappuram,manjeri,carrot,other,faq,2023-08-01,4800.0,4900.0,4850.0
kerala,malappuram,manjeri,cauliflower,other,faq,2023-08-01,2200.0,2300.0,2250.0
kerala,malappuram,manjeri,chikoos(sapota),other,large,2023-08-01,3800.0,3900.0,3850.0
kerala,malappuram,manjeri,coconut,other,faq,2023-08-01,2500.0,2600.0,2550.0
kerala,malappuram,manjeri,colacasia,other,faq,2023-08-01,4500.0,4600.0,4550.0
kerala,malappuram,manjeri,coriander(leaves),coriander,faq,2023-08-01,6500.0,6600.0,6550.0
kerala,malappuram,manjeri,cowpea(veg),other,faq,2023-08-01,5800.0,5900.0,5850.0
kerala,malappuram,manjeri,cucumbar(kheera),other,faq,2023-08-01,1200.0,1300.0,1250.0
kerala,malappuram,manjeri,drumstick,other,faq,2023-08-01,2800.0,2900.0,2850.0
kerala,malappuram,manjeri,elephant yam (suran),other,faq,2023-08-01,5500.0,5600.0,5550.0
kerala,malappuram,manjeri,french beans (frasbean),french beans (frasbean),faq,2023-08-01,6500.0,6600.0,6550.0
kerala,malappuram,manjeri,garlic,average,faq,2023-08-01,14000.0,14100.0,14050.0
kerala,malappuram,manjeri,grapes,other,large,2023-08-01,4900.0,5000.0,4950.0
kerala,malappuram,manjeri,green chilli,other,faq,2023-08-01,6000.0,6100.0,6050.0
kerala,malappuram,manjeri,green gram (moong)(whole),bold,faq,2023-08-01,10500.0,10600.0,10550.0
kerala,malappuram,manjeri,lime,other,faq,2023-08-01,4000.0,4100.0,4050.0
kerala,malappuram,manjeri,little gourd (kundru),other,faq,2023-08-01,3600.0,3700.0,3650.0
kerala,malappuram,manjeri,mango,other,large,2023-08-01,4000.0,4100.0,4050.0
kerala,malappuram,manjeri,mousambi(sweet lime),other,large,2023-08-01,4500.0,4600.0,4550.0
kerala,malappuram,manjeri,onion,other,faq,2023-08-01,1900.0,2000.0,1950.0
kerala,malappuram,manjeri,papaya,papaya,large,2023-08-01,2400.0,2500.0,2450.0
kerala,malappuram,manjeri,pepper ungarbled,other,faq,2023-08-01,46800.0,46900.0,46850.0
kerala,malappuram,manjeri,pineapple,other,large,2023-08-01,5100.0,5200.0,5150.0
kerala,malappuram,manjeri,potato,other,faq,2023-08-01,2400.0,2500.0,2450.0
kerala,malappuram,manjeri,pumpkin,other,faq,2023-08-01,1800.0,1900.0,1850.0
kerala,malappuram,manjeri,ragi (finger millet),feeds (poultry quality),faq,2023-08-01,3700.0,3800.0,3750.0
kerala,malappuram,manjeri,rice,other,faq,2023-08-01,4400.0,4500.0,4450.0
kerala,malappuram,manjeri,snakeguard,other,faq,2023-08-01,2600.0,2700.0,2650.0
kerala,malappuram,manjeri,tapioca,other,faq,2023-08-01,3200.0,3300.0,3250.0
kerala,malappuram,manjeri,water melon,other,large,2023-08-01,1600.0,1700.0,1650.0
kerala,palakad,kollengode,elephant yam (suran),other,faq,2023-08-01,4000.0,4500.0,4300.0
kerala,palakad,kollengode,french beans (frasbean),other,faq,2023-08-01,6000.0,6500.0,6300.0
kerala,palakad,kollengode,garlic,other,faq,2023-08-01,13000.0,13500.0,13300.0
kerala,palakad,kollengode,ginger(green),other,faq,2023-08-01,22000.0,22500.0,22300.0
kerala,palakad,kollengode,mango,other,large,2023-08-01,6000.0,6500.0,6300.0
kerala,palakad,kollengode,mango (raw-ripe),other,faq,2023-08-01,4000.0,4500.0,4300.0
kerala,palakad,kollengode,onion,big,faq,2023-08-01,1800.0,2300.0,2100.0
kerala,palakad,kollengode,onion,small,faq,2023-08-01,6000.0,6500.0,6300.0
kerala,palakad,kollengode,snakeguard,other,faq,2023-08-01,2400.0,2900.0,2700.0
kerala,palakad,kollengode,tomato,other,faq,2023-08-01,9000.0,9500.0,9300.0
kerala,palakad,palakkad,amaranthus,amaranthus,faq,2023-08-01,2000.0,3000.0,2600.0
kerala,palakad,palakkad,amaranthus,other,faq,2023-08-01,2000.0,3000.0,2600.0
kerala,palakad,palakkad,arhar (tur/red gram)(whole),arhar dal(tur),faq,2023-08-01,13500.0,15000.0,14300.0
kerala,palakad,palakkad,ashgourd,ashgourd,faq,2023-08-01,1600.0,2000.0,1900.0
kerala,palakad,palakkad,banana,nendra bale,large,2023-08-01,4200.0,5500.0,4900.0
kerala,palakad,palakkad,banana,nendra bale,medium,2023-08-01,4000.0,5000.0,4600.0
kerala,palakad,palakkad,banana,palayamthodan,medium,2023-08-01,2300.0,3500.0,3000.0
kerala,palakad,palakkad,banana,poovan,medium,2023-08-01,6000.0,7000.0,6600.0
kerala,palakad,palakkad,beetroot,beetroot,faq,2023-08-01,3000.0,3600.0,3400.0
kerala,palakad,palakkad,bengal gram(gram)(whole),average (whole),faq,2023-08-01,7500.0,9000.0,8300.0
kerala,palakad,palakkad,bhindi(ladies finger),bhindi,faq,2023-08-01,3300.0,4000.0,3700.0
kerala,palakad,palakkad,bitter gourd,bitter gourd,faq,2023-08-01,5400.0,6000.0,5800.0
kerala,palakad,palakkad,black gram (urd beans)(whole),black gram (whole),faq,2023-08-01,11000.0,12000.0,11600.0
kerala,palakad,palakkad,black gram (urd beans)(whole),black gram dal,faq,2023-08-01,12000.0,13000.0,12600.0
kerala,palakad,palakkad,bottle gourd,bottle gourd,faq,2023-08-01,2200.0,2600.0,2500.0
kerala,palakad,palakkad,brinjal,brinjal,faq,2023-08-01,2600.0,3000.0,2900.0
kerala,palakad,palakkad,cabbage,cabbage,faq,2023-08-01,2200.0,2600.0,2500.0
kerala,palakad,palakkad,capsicum,capsicum,faq,2023-08-01,7500.0,8500.0,8100.0
kerala,palakad,palakkad,carrot,carrot,faq,2023-08-01,4500.0,5000.0,4800.0
kerala,palakad,palakkad,cauliflower,cauliflower,faq,2023-08-01,3500.0,4000.0,3800.0
kerala,palakad,palakkad,chili red,red,faq,2023-08-01,24500.0,26000.0,25300.0
kerala,palakad,palakkad,cluster beans,cluster beans,faq,2023-08-01,3200.0,3800.0,3600.0
kerala,palakad,palakkad,coconut,coconut,faq,2023-08-01,2700.0,3000.0,2900.0
kerala,palakad,palakkad,colacasia,other,faq,2023-08-01,7600.0,9000.0,8400.0
kerala,palakad,palakkad,cowpea (lobia/karamani),cowpea (whole),faq,2023-08-01,11000.0,12000.0,11600.0
kerala,palakad,palakkad,cowpea(veg),cowpea (veg),faq,2023-08-01,3500.0,4000.0,3800.0
kerala,palakad,palakkad,cucumbar(kheera),cucumbar,faq,2023-08-01,1300.0,2000.0,1700.0
kerala,palakad,palakkad,drumstick,drumstick,faq,2023-08-01,2500.0,3000.0,2800.0
kerala,palakad,palakkad,elephant yam (suran),other,faq,2023-08-01,4600.0,5500.0,5100.0
kerala,palakad,palakkad,french beans (frasbean),other,faq,2023-08-01,7400.0,8500.0,8000.0
kerala,palakad,palakkad,garlic,garlic,faq,2023-08-01,16800.0,18000.0,17500.0
kerala,palakad,palakkad,green avare (w),green avare (w),faq,2023-08-01,5000.0,6000.0,5600.0
kerala,palakad,palakkad,green chilli,green chilly,faq,2023-08-01,5000.0,6000.0,5600.0
kerala,palakad,palakkad,green gram (moong)(whole),green (whole),faq,2023-08-01,13000.0,14000.0,13600.0
kerala,palakad,palakkad,green gram (moong)(whole),green gram dhall-i,faq,2023-08-01,14000.0,15000.0,14600.0
kerala,palakad,palakkad,green peas,green peas,faq,2023-08-01,7000.0,8000.0,7600.0
kerala,palakad,palakkad,kabuli chana(chickpeas-white),kabuli chana(chickpeas-white),faq,2023-08-01,14000.0,16000.0,15100.0
kerala,palakad,palakkad,lemon,other,faq,2023-08-01,5000.0,6000.0,5600.0
kerala,palakad,palakkad,lime,other,medium,2023-08-01,5000.0,6000.0,5600.0
kerala,palakad,palakkad,little gourd (kundru),other,faq,2023-08-01,3500.0,4000.0,3800.0
kerala,palakad,palakkad,mango (raw-ripe),mango - raw-ripe,faq,2023-08-01,5500.0,6500.0,6100.0
kerala,palakad,palakkad,onion,big,faq,2023-08-01,2400.0,3000.0,2800.0
kerala,palakad,palakkad,onion,small,faq,2023-08-01,9000.0,10000.0,9600.0
kerala,palakad,palakkad,pineapple,pine apple,medium,2023-08-01,5000.0,6000.0,5600.0
kerala,palakad,palakkad,potato,potato,faq,2023-08-01,3200.0,3800.0,3600.0
kerala,palakad,palakkad,pumpkin,pumpkin,faq,2023-08-01,1600.0,2000.0,1900.0
kerala,palakad,palakkad,snakeguard,snakeguard,faq,2023-08-01,3000.0,3600.0,3400.0
kerala,palakad,palakkad,sweet potato,sweet potato,faq,2023-08-01,2300.0,3000.0,2700.0
kerala,palakad,palakkad,tapioca,tapioca,faq,2023-08-01,2500.0,3500.0,3100.0
kerala,palakad,pattambi,amaranthus,other,faq,2023-08-01,1000.0,1200.0,1100.0
kerala,palakad,pattambi,ashgourd,other,faq,2023-08-01,1600.0,2000.0,1800.0
kerala,palakad,pattambi,banana,nendra bale,medium,2023-08-01,5000.0,5500.0,5200.0
kerala,palakad,pattambi,banana,palayamthodan,medium,2023-08-01,3000.0,4000.0,3500.0
kerala,palakad,pattambi,beetroot,other,faq,2023-08-01,3500.0,4000.0,3800.0
kerala,palakad,pattambi,bhindi(ladies finger),other,faq,2023-08-01,4500.0,5000.0,4800.0
kerala,palakad,pattambi,bitter gourd,other,faq,2023-08-01,5000.0,5500.0,5200.0
kerala,palakad,pattambi,bottle gourd,other,faq,2023-08-01,3000.0,3500.0,3200.0
kerala,palakad,pattambi,brinjal,other,faq,2023-08-01,2600.0,3000.0,2800.0
kerala,palakad,pattambi,cabbage,other,faq,2023-08-01,2000.0,2400.0,2200.0
kerala,palakad,pattambi,carrot,carrot,faq,2023-08-01,5000.0,5500.0,5200.0
kerala,palakad,pattambi,cauliflower,other,faq,2023-08-01,2500.0,3000.0,2800.0
kerala,palakad,pattambi,cluster beans,cluster beans,faq,2023-08-01,3800.0,4200.0,3900.0
kerala,palakad,pattambi,colacasia,other,faq,2023-08-01,5800.0,6000.0,5900.0
kerala,palakad,pattambi,cowpea(veg),cowpea (veg),faq,2023-08-01,4500.0,5000.0,4800.0
kerala,palakad,pattambi,cucumbar(kheera),other,faq,2023-08-01,1800.0,2400.0,1900.0
kerala,palakad,pattambi,drumstick,other,faq,2023-08-01,3000.0,4000.0,3500.0
kerala,palakad,pattambi,elephant yam (suran),other,faq,2023-08-01,5200.0,6000.0,5500.0
kerala,palakad,pattambi,french beans (frasbean),other,faq,2023-08-01,7000.0,8000.0,7500.0
kerala,palakad,pattambi,green chilli,green chilly,faq,2023-08-01,6000.0,7000.0,6500.0
kerala,palakad,pattambi,lemon,other,faq,2023-08-01,4500.0,5000.0,4800.0
kerala,palakad,pattambi,lime,other,large,2023-08-01,5000.0,6000.0,5500.0
